essay_id,score,words,paragraphs,characters,words_unique_ratio
f176d2e,3,245,3,1471,0.5918367346938775
e18c6e9,4,500,4,3084,0.51
d617cf4,4,483,5,2677,0.45134575569358176
1c3468c,3,236,4,1163,0.5127118644067796
61d3a3a,4,465,6,2689,0.46021505376344085
022b620,2,262,2,1442,0.6335877862595419
59f3a62,3,451,5,2512,0.43458980044345896
7ff0200,3,257,5,1419,0.5058365758754864
5a87202,3,276,5,1389,0.5072463768115942
8885181,4,295,4,1624,0.5830508474576271
27427c9,2,299,2,1548,0.5083612040133779
c7e42ce,3,483,7,2514,0.4575569358178054
01b55c8,4,821,10,4461,0.4299634591961023
8a526cd,4,560,4,3008,0.3678571428571429
91d5de5,6,727,5,4337,0.4016506189821183
5df9875,4,607,5,3269,0.4958813838550247
50ce20c,3,337,5,2066,0.6201780415430267
e701cf8,3,506,5,2683,0.3794466403162055
6598ef5,1,239,1,1392,0.698744769874477
55a48e1,2,413,5,2138,0.43825665859564167
bad6c34,5,625,5,3399,0.3312
413fa86,2,249,5,1311,0.5341365461847389
ad0a779,3,464,5,2684,0.5
7cb938c,2,172,4,936,0.5930232558139535
3333188,1,415,1,2488,0.5373493975903615
23b0b0f,3,373,5,2066,0.42359249329758714
b5962cc,1,460,7,2752,0.6543478260869565
9e34d7d,2,358,3,1888,0.4776536312849162
93fee24,3,427,3,2399,0.4847775175644028
2c5309d,4,492,6,3013,0.4329268292682927
94271ab,2,254,4,1245,0.44881889763779526
0df054c,3,375,6,2013,0.47733333333333333
6657141,4,444,6,2500,0.43243243243243246
0264158,3,307,3,1698,0.48534201954397393
6770d94,3,496,7,2745,0.5201612903225806
6231af7,1,336,6,1869,0.5446428571428571
d321e59,4,546,5,3277,0.5439560439560439
f6b60ee,2,154,1,866,0.5844155844155844
69f310c,3,300,4,1762,0.4266666666666667
22955c4,5,450,6,2698,0.54
1482f42,3,392,6,2073,0.3239795918367347
347f9d9,2,222,2,1329,0.5585585585585585
e0d868d,4,515,15,3141,0.44660194174757284
c23bb92,2,508,3,2882,0.59251968503937
2ae4810,1,256,2,1395,0.4609375
c0ada9f,3,327,3,1771,0.5015290519877675
3aed042,3,257,6,1389,0.6498054474708171
be8ce73,1,225,4,1193,0.5822222222222222
b937932,3,474,5,2495,0.39662447257383965
54605eb,3,178,3,1067,0.6629213483146067
9ee0e40,2,232,5,1326,0.5258620689655172
a901570,4,580,6,3586,0.5396551724137931
1fcd324,2,193,4,1124,0.6683937823834197
433b244,4,414,5,2318,0.5048309178743962
bc84140,3,491,6,2608,0.4378818737270876
c10455f,3,440,3,2464,0.4409090909090909
4df2f42,2,167,2,919,0.5988023952095808
d093ede,1,338,5,1938,0.5887573964497042
4146edb,4,429,5,2434,0.4568764568764569
764530d,4,396,6,2327,0.5151515151515151
4170511,3,216,5,1127,0.4722222222222222
e2f5624,6,939,6,5521,0.40042598509052185
1c5a11c,3,277,5,1551,0.5667870036101083
3886ce6,4,324,5,1878,0.47530864197530864
a6733fa,3,370,5,2131,0.4945945945945946
61c5216,3,333,3,1834,0.4894894894894895
00b2fe2,4,420,5,2300,0.4976190476190476
37e497f,3,343,5,1869,0.5160349854227405
bd846c7,1,190,3,934,0.5421052631578948
12095b2,3,264,6,1509,0.5265151515151515
d0776b6,3,225,4,1313,0.6088888888888889
ee957f3,5,569,6,3514,0.4991212653778559
bef1ed0,2,246,4,1394,0.5650406504065041
c930fa2,3,301,3,1622,0.584717607973422
15e8c3a,4,514,5,2781,0.4163424124513619
2440f97,2,256,3,1348,0.5234375
2199b5e,4,415,6,2567,0.5204819277108433
1859a6b,3,295,6,1777,0.6
22ed5ef,4,500,5,2896,0.436
0ad0588,3,438,5,2577,0.4703196347031963
2ea91d5,4,436,5,2651,0.49311926605504586
2e78299,5,527,7,2651,0.4250474383301708
d08a5ef,3,270,3,1618,0.44814814814814813
4ed1e03,3,459,5,2529,0.5119825708061002
0ded4da,3,527,12,2781,0.43833017077798864
1b1975b,5,854,5,5072,0.3911007025761124
8b7fcc4,4,574,6,3144,0.445993031358885
0e82e35,4,499,8,2693,0.40480961923847697
7e22c6c,2,335,32,1815,0.5611940298507463
3cf0e6c,4,503,6,2875,0.441351888667992
f953262,2,242,4,1286,0.5785123966942148
4f661ce,2,417,4,2466,0.4892086330935252
768ecbe,5,704,6,3862,0.4090909090909091
85f4c1a,2,312,6,1522,0.5
b90f1b5,4,432,7,2570,0.4837962962962963
7d69fe9,4,612,6,3388,0.5081699346405228
129f4b5,4,481,5,2483,0.43243243243243246
e9e1f6a,4,394,6,2276,0.49746192893401014
45a3758,3,494,10,2911,0.5465587044534413
1bb0b2b,2,277,10,1562,0.5631768953068592
c6de3c2,4,532,1,2844,0.46616541353383456
b1bd537,3,403,5,2148,0.4491315136476427
4c28b83,4,574,5,3255,0.5365853658536586
a678979,5,543,5,3159,0.45119705340699817
815b88f,4,294,5,1847,0.5136054421768708
c6490ff,4,444,5,2355,0.5112612612612613
fa29e92,1,196,1,971,0.39285714285714285
ceec53f,3,271,5,1569,0.6051660516605166
2126db8,3,314,4,1699,0.5127388535031847
81eaec9,3,290,3,1549,0.49310344827586206
a549027,2,534,4,2970,0.5168539325842697
44bde0e,1,362,16,1863,0.5552486187845304
9853a17,2,522,3,2725,0.4425287356321839
b4945b9,3,257,4,1505,0.5136186770428015
077acd9,3,454,6,2741,0.5440528634361234
57649d1,3,433,5,2595,0.4018475750577367
09b7da8,2,177,2,940,0.559322033898305
d9d981c,3,461,6,2507,0.4685466377440347
fef9131,3,288,4,1729,0.5590277777777778
e2c2e20,3,388,4,1956,0.44329896907216493
b80959a,4,523,6,2978,0.491395793499044
be9f270,4,459,6,2702,0.4444444444444444
6f38206,2,297,5,1567,0.31986531986531985
ccf34f3,2,219,3,1166,0.5662100456621004
7136a44,4,481,5,2704,0.45114345114345117
5d09d49,4,317,4,1737,0.6277602523659306
a3c0f35,2,270,8,1535,0.5555555555555556
d836e6e,3,317,5,1794,0.45110410094637227
8a52d1e,4,510,6,2903,0.49607843137254903
591c21a,3,563,5,3294,0.4991119005328597
80828df,4,319,5,1840,0.5172413793103449
4b21cc0,3,506,5,2715,0.5019762845849802
137675c,2,211,2,1209,0.6113744075829384
57bd6d9,2,294,4,1723,0.5170068027210885
4cea9bb,3,308,3,1653,0.5
0d2070c,6,549,5,3128,0.4225865209471767
65aaead,4,348,5,1976,0.5258620689655172
b387c56,4,489,5,2675,0.4703476482617587
bb18184,2,320,5,1639,0.4375
24046b8,4,530,5,2937,0.5433962264150943
8de2ee2,2,199,3,1024,0.5477386934673367
7d48bb8,3,330,5,1774,0.4909090909090909
577fa76,5,680,4,3960,0.45441176470588235
f61050c,2,264,8,1538,0.5189393939393939
c7f9f5e,4,379,4,2012,0.38258575197889183
3db2fd4,2,292,1,1538,0.5856164383561644
596c46a,5,537,10,3053,0.521415270018622
9aef82b,4,550,8,3269,0.5472727272727272
3bb67ff,2,201,1,1078,0.6019900497512438
6ae483f,3,202,4,1087,0.6534653465346535
ac756fd,3,252,6,1323,0.5277777777777778
9ebd4a9,2,248,4,1502,0.6088709677419355
55f64de,2,450,8,2424,0.43555555555555553
875b4d0,2,207,1,1237,0.6135265700483091
0f87684,3,472,5,2554,0.4555084745762712
0a0d3b4,4,391,5,2190,0.6010230179028133
e5d2529,3,328,4,1926,0.5396341463414634
92b8c17,4,388,6,2103,0.44072164948453607
3714edf,1,185,4,950,0.6054054054054054
c8ebe7a,1,302,4,1859,0.6225165562913907
6b9b40e,4,431,5,2438,0.5406032482598608
3b564b2,3,284,4,1606,0.5809859154929577
8d80c00,2,219,4,1127,0.5753424657534246
72f8e27,4,422,5,2615,0.5592417061611374
05c4acd,2,227,5,1625,0.5418502202643172
1eab2e8,4,379,5,1966,0.525065963060686
1e26ea8,4,474,7,2460,0.4430379746835443
86cc1c1,2,396,5,2071,0.4621212121212121
ee28754,2,195,4,1210,0.5282051282051282
69890f9,4,436,6,2491,0.5137614678899083
c90aba8,4,382,5,2164,0.5523560209424084
4f693d5,3,241,3,1364,0.4979253112033195
3194f6f,4,420,6,2504,0.45476190476190476
0613e60,3,345,4,1682,0.4463768115942029
5183644,4,525,5,3107,0.4095238095238095
ecb977a,4,371,7,2191,0.6495956873315364
cbc7fbb,4,481,5,2611,0.5051975051975052
f064912,4,305,5,1714,0.5672131147540984
6aeb5e8,5,664,5,3722,0.3885542168674699
a0d4f2b,2,328,6,1736,0.47865853658536583
9ba4406,2,155,4,822,0.6645161290322581
b02e983,2,185,2,993,0.5243243243243243
6d23209,5,533,5,3075,0.4709193245778612
1fd270c,3,599,5,3430,0.42070116861435725
9851276,1,451,8,2197,0.4190687361419069
ca42365,1,154,1,11788,0.525974025974026
03d074f,4,406,7,2346,0.4605911330049261
2ab0ffc,5,815,5,4478,0.3914110429447853
8802ec4,2,302,3,1629,0.4966887417218543
e0ebf63,3,419,21,2370,0.513126491646778
eee850d,3,316,3,1612,0.48417721518987344
6264a57,2,239,2,1355,0.5355648535564853
2d1a806,2,268,4,1516,0.5410447761194029
15a4102,3,375,4,2090,0.5253333333333333
da6ba15,5,574,7,3406,0.4564459930313589
ca18c09,5,662,7,3786,0.36253776435045315
7a80a79,4,344,3,2100,0.5290697674418605
2c5e0fd,4,566,5,2885,0.32332155477031804
bdaf17b,4,488,5,2561,0.3770491803278688
f6dea82,2,265,4,1378,0.5886792452830188
f2427df,2,218,3,1064,0.5321100917431193
f4bd162,2,177,4,945,0.5084745762711864
774e049,4,1136,15,6175,0.375
894104e,2,209,3,1256,0.6794258373205742
d669dab,1,201,4,1150,0.5970149253731343
90d716e,2,586,4,3533,0.5443686006825939
e3aad5f,1,210,6,1245,0.680952380952381
189a584,4,415,5,2298,0.40240963855421685
bffe0e1,3,528,20,3159,0.44507575757575757
f8a37b4,3,351,6,1995,0.5213675213675214
70cf70a,5,806,3,4660,0.43300248138957814
1a30445,2,267,4,1444,0.49063670411985016
d9503fa,5,604,6,3360,0.3609271523178808
3ed4755,2,158,1,772,0.5
3e7e439,3,202,5,1062,0.6039603960396039
a424880,4,657,5,3671,0.4855403348554033
13554fc,3,334,4,2074,0.5329341317365269
440261d,3,439,31,2266,0.4305239179954442
fd4c8f9,2,360,5,2097,0.5111111111111111
799dcff,4,439,3,2738,0.5125284738041003
5f459f9,4,376,3,2126,0.5425531914893617
22fa8b0,3,390,5,2109,0.49743589743589745
f4f3ff2,2,303,5,1660,0.47854785478547857
18865e7,5,468,4,3001,0.43162393162393164
0906ee2,5,657,6,3897,0.487062404870624
4e6c7ed,4,326,7,2115,0.50920245398773
64f557b,2,243,4,1285,0.5308641975308642
4a481e0,3,335,5,1834,0.44776119402985076
5e44275,3,277,2,1613,0.5776173285198556
0786ec3,3,272,7,1454,0.5330882352941176
33a2f77,2,294,14,1721,0.5544217687074829
14675ef,4,426,5,2355,0.4765258215962441
f3ac428,3,368,5,2174,0.5896739130434783
350a223,2,240,4,1434,0.5625
39ed025,3,453,5,2452,0.4768211920529801
b3c5b67,4,521,4,2718,0.4126679462571977
bf046f8,3,433,6,2403,0.5196304849884527
e84514e,3,393,7,2322,0.5165394402035624
3b755b3,6,687,6,4096,0.4890829694323144
b9e2f51,1,168,3,904,0.5892857142857143
450aa09,5,622,6,3705,0.49517684887459806
c1500e3,3,385,4,2135,0.4701298701298701
3130ac1,4,394,5,2277,0.3934010152284264
1d38f14,4,621,5,3199,0.4251207729468599
194ce55,3,322,3,1770,0.4937888198757764
77a962b,2,445,1,2396,0.39101123595505616
d379e1c,3,478,6,2552,0.4100418410041841
0f18dcd,4,454,6,2445,0.42070484581497797
a20d4fb,4,598,5,3297,0.451505016722408
7a34bee,3,403,3,2180,0.5235732009925558
fb23988,2,182,5,1058,0.6153846153846154
0581013,2,261,3,1355,0.47509578544061304
70ad9b7,3,472,4,2964,0.538135593220339
d48708a,2,301,4,1776,0.5980066445182725
bd55f1f,2,218,6,1284,0.5091743119266054
839c4b1,3,320,5,1786,0.4375
5e7814c,4,326,6,1945,0.558282208588957
56c8283,3,299,4,1750,0.5618729096989966
75a5226,2,246,3,1409,0.5975609756097561
721fac1,6,603,4,3439,0.4527363184079602
25e0b3f,2,201,3,1145,0.5920398009950248
86ca13f,4,446,4,2547,0.5134529147982063
8de1ffb,3,343,5,1933,0.5393586005830904
3745735,3,271,4,1398,0.5276752767527675
8592385,3,361,5,2090,0.43213296398891965
21a4446,5,446,4,2731,0.5
4b96296,1,456,5,2657,0.5570175438596491
7b199f3,3,355,5,2074,0.43380281690140843
f6deba9,1,363,4,1778,0.5068870523415978
86e1ed1,1,275,4,1426,0.52
fa10fcc,3,429,5,2365,0.5058275058275058
e2f214c,3,350,4,2144,0.4542857142857143
4d6a8a9,4,672,5,3890,0.375
9cb54ea,2,281,9,1439,0.45907473309608543
cdf4b4f,4,464,3,2744,0.5560344827586207
6d0b106,3,386,3,2032,0.4274611398963731
b1d5362,1,170,1,832,0.5823529411764706
e0dc585,2,270,4,1408,0.6074074074074074
ea1e99d,3,388,5,2159,0.5180412371134021
df12ef4,3,393,5,2294,0.5419847328244275
b185c75,4,639,5,3682,0.47104851330203446
9f32834,3,465,6,2663,0.4731182795698925
945518e,4,395,5,2268,0.4177215189873418
0226c11,3,363,4,1940,0.4022038567493113
da6b44d,3,263,7,1447,0.6387832699619772
c0aa325,5,822,5,4813,0.4124087591240876
adeefca,4,559,4,3348,0.5742397137745975
642fdbc,3,488,5,2445,0.45491803278688525
9547f0c,2,308,7,1566,0.487012987012987
d95518f,3,697,6,4287,0.5308464849354376
ba2d03b,4,396,6,2339,0.398989898989899
04cecb6,3,434,5,2348,0.47465437788018433
b81f18a,3,271,3,1504,0.5977859778597786
a966992,2,156,1,896,0.6474358974358975
5dae838,4,496,5,2901,0.49798387096774194
d1fd261,2,206,3,1111,0.6116504854368932
f92f950,1,226,3,1290,0.5707964601769911
412350e,4,539,6,2934,0.45269016697588127
988f23b,4,553,4,3266,0.47739602169981915
1e3e3ac,2,198,5,1137,0.5050505050505051
e797523,2,181,4,1005,0.6298342541436464
21c91d4,3,289,5,1569,0.5190311418685121
3d098ec,6,628,4,3401,0.37261146496815284
2ee1a20,4,309,6,1688,0.5275080906148867
a56bdf8,4,404,8,2195,0.5297029702970297
d780971,1,257,1,1270,0.5525291828793775
dbb5b58,3,465,10,2355,0.3913978494623656
78c495d,4,382,6,2135,0.5445026178010471
f412fcf,2,418,16,2095,0.42822966507177035
9862595,3,339,4,1810,0.5221238938053098
3b882f2,1,160,1,876,0.61875
ac4848b,2,328,3,1972,0.6128048780487805
ee3303c,2,425,5,2138,0.48705882352941177
45174e2,3,496,3,2529,0.4254032258064516
aa23394,2,176,3,947,0.625
1944939,3,261,5,1459,0.49808429118773945
165914d,5,546,6,3143,0.48717948717948717
2d6f640,2,260,4,1366,0.5923076923076923
93e44b2,2,207,3,1166,0.7198067632850241
5b81dcf,5,472,5,2780,0.4597457627118644
44cc40e,3,431,5,2379,0.4176334106728538
8a9d6ce,3,259,4,1341,0.5752895752895753
d20e3ae,3,302,4,1572,0.4602649006622517
3f75229,5,802,7,4648,0.42768079800498754
423a7ea,5,629,5,3502,0.3640699523052464
2e622ff,2,183,1,890,0.5683060109289617
6ec8d64,2,260,5,1563,0.6730769230769231
8be1708,2,248,5,1503,0.6008064516129032
b12bf8c,2,274,1,1363,0.5364963503649635
8ef6b25,2,207,3,1129,0.5362318840579711
16d22a1,4,462,4,2761,0.5757575757575758
3072ba3,1,286,5,1546,0.5734265734265734
9a726e0,3,393,4,1952,0.3842239185750636
fca3e76,2,238,3,1341,0.5714285714285714
c5e85f4,2,252,4,1332,0.5595238095238095
5945c3f,3,416,4,2362,0.5625
629451d,2,374,3,2042,0.49732620320855614
8323832,4,459,5,2634,0.485838779956427
7a1b4b5,3,392,3,2254,0.5229591836734694
8e08170,2,239,3,1333,0.6610878661087866
bb9e309,4,384,5,2373,0.5494791666666666
bb515f8,4,480,4,2656,0.4395833333333333
1de8098,3,318,5,1786,0.5125786163522013
d116833,3,279,6,1514,0.5878136200716846
11aa299,3,447,4,2378,0.5413870246085011
977edb4,5,706,5,4310,0.41076487252124644
3562b27,3,312,6,1804,0.5801282051282052
6d19518,3,267,4,1564,0.5617977528089888
c00fcbf,3,402,5,2329,0.5298507462686567
7dfccab,2,372,3,2039,0.478494623655914
6992ea6,4,560,5,3059,0.4446428571428571
bdef797,2,215,1,1230,0.6046511627906976
30618ce,4,526,5,3169,0.48859315589353614
83cec1c,2,233,3,1224,0.5364806866952789
40b7257,2,206,3,1131,0.529126213592233
2d9199c,3,350,3,1908,0.5171428571428571
a3e37e8,4,528,6,2783,0.3712121212121212
47875cb,3,296,4,1755,0.46959459459459457
d84a404,3,313,4,1741,0.6006389776357828
5a4ec55,3,257,5,1407,0.603112840466926
c0d4f9b,3,249,3,1343,0.5582329317269076
37d7bfc,3,357,5,2133,0.5910364145658263
bab8e9f,5,748,5,4299,0.4625668449197861
e1729b5,1,234,2,1244,0.6153846153846154
97f6c27,2,271,3,1533,0.5571955719557196
ea9c6be,3,393,3,2001,0.4681933842239186
d8c4ec2,1,399,3,2193,0.5213032581453634
6c991ab,3,384,4,2205,0.5859375
32303e8,3,422,4,2482,0.4431279620853081
d032c34,2,298,4,1633,0.6040268456375839
d17b0a8,4,505,4,2852,0.4772277227722772
619e69b,1,245,3,1494,0.7020408163265306
8b61136,4,345,5,2112,0.4956521739130435
4c4f8f8,2,263,5,1582,0.5817490494296578
628797a,2,206,3,1011,0.5388349514563107
0ea84b1,2,185,3,964,0.6108108108108108
b1a6f2b,2,231,4,1199,0.4935064935064935
a93bfb5,3,438,9,2433,0.5365296803652968
17031a2,2,158,1,785,0.5569620253164557
8070941,1,263,2,1494,0.5513307984790875
4ee5427,1,195,1,1096,0.5384615384615384
6702efe,3,360,6,1946,0.45
09b7afb,4,444,5,2323,0.5
530d156,3,438,6,2899,0.4908675799086758
db9492b,3,331,5,2060,0.56797583081571
aad2362,5,519,5,3230,0.45664739884393063
3c4f080,2,359,9,2188,0.5348189415041783
c317e8b,4,435,5,2480,0.5011494252873563
0819c99,3,227,4,1296,0.6696035242290749
237a974,2,261,4,1436,0.6704980842911877
79006ee,4,351,6,1888,0.5327635327635327
299a5f3,3,441,5,2657,0.49206349206349204
7ea3bbd,2,279,7,1439,0.4982078853046595
385ea97,3,330,6,1712,0.46060606060606063
179cb57,4,658,5,3514,0.4452887537993921
87a0d31,1,254,5,1508,0.6456692913385826
415c292,3,334,4,1807,0.5
1c4115c,3,336,7,2126,0.6398809523809523
ddf1b39,5,860,8,4940,0.37209302325581395
ac2cc41,4,348,7,1950,0.5431034482758621
e4b7235,1,310,3,1862,0.5870967741935483
0d57890,3,353,3,1900,0.46175637393767704
e50b0e4,4,522,7,2972,0.4827586206896552
a738aaa,3,359,5,2014,0.5431754874651811
bf09ba6,6,734,5,4367,0.44141689373297005
6393898,4,468,5,2640,0.3696581196581197
fac4912,4,422,5,2333,0.5071090047393365
56b34c7,2,191,3,1075,0.5863874345549738
bcd7375,3,301,8,1817,0.521594684385382
5cdd3f5,4,404,5,2374,0.5643564356435643
0b708bc,3,280,4,1593,0.5142857142857142
1bd9d8e,3,405,4,2331,0.4641975308641975
05aacdb,4,750,4,4311,0.4613333333333333
8ca8865,3,381,3,2059,0.5406824146981627
11bcb8c,3,367,5,2049,0.4250681198910082
a96bbf7,4,435,5,2475,0.5701149425287356
3ba26e9,3,213,5,1153,0.5633802816901409
62551b3,3,344,8,1890,0.4680232558139535
250a96a,3,189,5,1070,0.6031746031746031
8a54108,3,368,3,2194,0.42391304347826086
68fa125,3,235,5,1397,0.6297872340425532
ad0c87b,4,504,5,2845,0.4365079365079365
fbc40bd,3,304,3,1549,0.4375
a7e9a07,2,456,6,2110,0.34649122807017546
be4c476,4,387,5,2189,0.32041343669250644
f312c21,2,217,3,1249,0.6682027649769585
5919090,2,188,4,1051,0.6436170212765957
904b3e6,3,300,5,1659,0.43
