essay_id,topic_heuristic
e5d2529,electoral
92b8c17,seagoing
3714edf,seagoing
c8ebe7a,car_usage
6b9b40e,car_usage
3b564b2,facial_emotion
8d80c00,other
72f8e27,driverless
05c4acd,mars_face
1eab2e8,seagoing
1e26ea8,driverless
86cc1c1,car_usage
ee28754,venus
69890f9,electoral
c90aba8,driverless
4f693d5,facial_emotion
3194f6f,venus
0613e60,driverless
5183644,electoral
ecb977a,mars_face
cbc7fbb,driverless
f064912,venus
6aeb5e8,driverless
a0d4f2b,mars_face
9ba4406,venus
b02e983,venus
6d23209,facial_emotion
1fd270c,venus
9851276,seagoing
ca42365,driverless
03d074f,electoral
2ab0ffc,car_usage
8802ec4,driverless
e0ebf63,driverless
eee850d,driverless
6264a57,facial_emotion
2d1a806,electoral
15a4102,mars_face
da6ba15,driverless
ca18c09,facial_emotion
7a80a79,other
2c5e0fd,driverless
bdaf17b,venus
f6dea82,seagoing
f2427df,seagoing
f4bd162,electoral
774e049,facial_emotion
894104e,facial_emotion
d669dab,seagoing
90d716e,car_usage
e3aad5f,venus
189a584,facial_emotion
bffe0e1,electoral
f8a37b4,venus
70cf70a,venus
1a30445,mars_face
d9503fa,mars_face
3ed4755,other
3e7e439,seagoing
a424880,car_usage
13554fc,facial_emotion
440261d,mars_face
fd4c8f9,facial_emotion
799dcff,facial_emotion
5f459f9,facial_emotion
22fa8b0,mars_face
f4f3ff2,electoral
18865e7,facial_emotion
0906ee2,facial_emotion
4e6c7ed,facial_emotion
64f557b,seagoing
4a481e0,facial_emotion
5e44275,venus
0786ec3,other
33a2f77,facial_emotion
14675ef,driverless
f3ac428,venus
350a223,venus
39ed025,facial_emotion
b3c5b67,driverless
bf046f8,electoral
e84514e,venus
3b755b3,venus
b9e2f51,other
450aa09,car_usage
c1500e3,driverless
3130ac1,electoral
1d38f14,driverless
194ce55,mars_face
77a962b,facial_emotion
d379e1c,seagoing
0f18dcd,driverless
a20d4fb,driverless
7a34bee,venus
fb23988,seagoing
0581013,mars_face
70ad9b7,facial_emotion
d48708a,venus
bd55f1f,venus
839c4b1,electoral
5e7814c,venus
56c8283,facial_emotion
75a5226,venus
721fac1,venus
25e0b3f,facial_emotion
86ca13f,driverless
8de1ffb,car_usage
3745735,seagoing
8592385,facial_emotion
21a4446,facial_emotion
4b96296,driverless
7b199f3,electoral
f6deba9,other
86e1ed1,venus
fa10fcc,driverless
e2f214c,driverless
4d6a8a9,venus
9cb54ea,other
cdf4b4f,venus
6d0b106,facial_emotion
b1d5362,mars_face
e0dc585,car_usage
ea1e99d,driverless
df12ef4,driverless
b185c75,venus
9f32834,facial_emotion
945518e,driverless
0226c11,mars_face
da6b44d,seagoing
c0aa325,venus
adeefca,venus
642fdbc,other
9547f0c,car_usage
d95518f,car_usage
ba2d03b,electoral
04cecb6,driverless
b81f18a,mars_face
a966992,venus
5dae838,facial_emotion
d1fd261,car_usage
f92f950,driverless
412350e,other
988f23b,electoral
1e3e3ac,venus
e797523,venus
21c91d4,venus
3d098ec,mars_face
2ee1a20,venus
a56bdf8,electoral
d780971,seagoing
dbb5b58,other
78c495d,facial_emotion
f412fcf,seagoing
9862595,driverless
3b882f2,venus
ac4848b,venus
ee3303c,driverless
45174e2,facial_emotion
aa23394,facial_emotion
1944939,electoral
165914d,venus
2d6f640,car_usage
93e44b2,mars_face
5b81dcf,facial_emotion
44cc40e,mars_face
8a9d6ce,seagoing
d20e3ae,mars_face
3f75229,facial_emotion
423a7ea,facial_emotion
2e622ff,facial_emotion
6ec8d64,facial_emotion
8be1708,facial_emotion
b12bf8c,venus
8ef6b25,other
16d22a1,car_usage
3072ba3,seagoing
9a726e0,venus
fca3e76,venus
c5e85f4,mars_face
5945c3f,other
629451d,venus
8323832,venus
7a1b4b5,facial_emotion
8e08170,mars_face
bb9e309,facial_emotion
bb515f8,electoral
1de8098,mars_face
d116833,mars_face
11aa299,other
977edb4,driverless
3562b27,venus
6d19518,venus
c00fcbf,car_usage
7dfccab,venus
6992ea6,driverless
bdef797,other
30618ce,venus
83cec1c,driverless
40b7257,other
2d9199c,facial_emotion
a3e37e8,other
47875cb,facial_emotion
d84a404,car_usage
5a4ec55,car_usage
c0d4f9b,venus
37d7bfc,car_usage
bab8e9f,car_usage
e1729b5,facial_emotion
97f6c27,electoral
ea9c6be,other
d8c4ec2,car_usage
6c991ab,car_usage
32303e8,electoral
d032c34,venus
d17b0a8,venus
619e69b,car_usage
8b61136,electoral
4c4f8f8,electoral
628797a,other
0ea84b1,seagoing
b1a6f2b,mars_face
a93bfb5,car_usage
17031a2,seagoing
8070941,electoral
4ee5427,venus
6702efe,driverless
09b7afb,car_usage
530d156,electoral
db9492b,facial_emotion
aad2362,facial_emotion
3c4f080,electoral
c317e8b,facial_emotion
0819c99,car_usage
237a974,mars_face
79006ee,driverless
299a5f3,facial_emotion
7ea3bbd,mars_face
385ea97,driverless
179cb57,driverless
87a0d31,venus
415c292,driverless
1c4115c,venus
ddf1b39,electoral
ac2cc41,mars_face
e4b7235,venus
0d57890,driverless
e50b0e4,venus
a738aaa,facial_emotion
bf09ba6,facial_emotion
6393898,electoral
fac4912,driverless
56b34c7,venus
bcd7375,facial_emotion
5cdd3f5,facial_emotion
0b708bc,venus
1bd9d8e,driverless
05aacdb,car_usage
8ca8865,facial_emotion
11bcb8c,venus
a96bbf7,mars_face
3ba26e9,car_usage
62551b3,electoral
250a96a,mars_face
8a54108,facial_emotion
68fa125,venus
ad0c87b,mars_face
fbc40bd,facial_emotion
a7e9a07,mars_face
be4c476,other
f312c21,mars_face
5919090,facial_emotion
904b3e6,venus
bb72d59,venus
8057932,electoral
5a93b8e,mars_face
d9c8d70,facial_emotion
201c1ab,driverless
4a6a1db,venus
d0c5173,electoral
9e01a54,other
5c45f3a,venus
5514a27,venus
1d117a7,venus
73ed5e5,facial_emotion
091eaf0,electoral
bdc38fe,driverless
937b82a,mars_face
e63e799,venus
7da8223,other
febd3b8,venus
69911a2,facial_emotion
7b6cbe9,driverless
904ff51,car_usage
c320e8d,facial_emotion
592c884,driverless
32eede7,car_usage
b8b5abe,driverless
f26c2c5,driverless
01c1169,facial_emotion
d8ba484,seagoing
1efd3f9,facial_emotion
8c7c4fd,car_usage
cc11483,driverless
24e42b3,venus
a011468,mars_face
caa3e02,mars_face
9b4b239,venus
e1e6310,electoral
3a17a01,venus
a4843bc,car_usage
df2d044,facial_emotion
511512f,facial_emotion
a3a8a5b,driverless
bd13c87,venus
7aac16c,driverless
2eaad6a,venus
eb73df2,driverless
a8444c3,venus
e7cb0c2,driverless
3a46a7c,driverless
bca66ad,facial_emotion
22bf7f2,driverless
cd6f974,seagoing
5176bba,seagoing
44e0bd4,car_usage
da9b194,facial_emotion
5e93c9c,other
7847f8f,mars_face
bcca4b1,driverless
5246ba5,mars_face
26b13f6,seagoing
f37ecdb,seagoing
13ce90a,other
c42027d,facial_emotion
9c048c8,seagoing
71905fe,car_usage
5c9a0e0,mars_face
39daa94,driverless
4c5ca34,other
444a92b,car_usage
9325925,venus
55481c2,mars_face
755b8ce,car_usage
a69b0d6,seagoing
15cf6e5,mars_face
9e383cf,electoral
d94f7e5,venus
7bf4c14,electoral
bbe2d2e,other
5c8f28d,car_usage
b558b1b,electoral
de5e023,facial_emotion
79d0b37,driverless
41549ae,venus
abd3595,facial_emotion
3cbc0e6,mars_face
c2570f6,venus
fda2857,electoral
5a86d53,car_usage
97f2221,venus
ca0c6aa,venus
ac698da,electoral
152258f,facial_emotion
b0d4b82,venus
96c17fa,venus
75e1d6c,driverless
1800723,venus
c42f4bd,mars_face
b2e60f1,facial_emotion
06aa059,facial_emotion
0c1da05,venus
522932f,electoral
a3012ff,facial_emotion
a1b74d6,electoral
c963397,mars_face
47f3a3d,other
04e6cd8,mars_face
b9732f5,seagoing
74253a3,venus
63f85c9,facial_emotion
7099582,venus
aa5c6ea,electoral
93187ee,driverless
700baa8,electoral
ab866a6,driverless
879d150,driverless
8a88121,venus
61a90d9,electoral
47b9921,mars_face
a8828c7,electoral
6d97a0c,mars_face
8638ed3,facial_emotion
a7dbcad,venus
52393de,mars_face
f193c87,facial_emotion
82a2ba7,seagoing
9b7a85c,driverless
1fc74a6,driverless
4ba41e0,facial_emotion
bb7ec27,facial_emotion
9de5f10,driverless
4c03596,car_usage
747407c,driverless
b79e76d,other
ac95919,facial_emotion
692b1f6,other
4601aa9,other
9e4b505,venus
4ec1700,driverless
91b2f7f,seagoing
8276527,seagoing
19712ee,car_usage
b2b1d1b,electoral
94e5039,other
9d1af92,mars_face
e214a1e,electoral
84cf019,venus
54f7632,driverless
e85f179,facial_emotion
fb97d68,driverless
ed209df,mars_face
1c1c470,facial_emotion
5a5ccda,driverless
2a519df,other
f0a11d5,driverless
0200fbc,venus
62e1061,mars_face
a34f3dc,venus
62d5e45,driverless
1061742,driverless
cba180a,driverless
bf360e6,electoral
e0f1d9e,driverless
cb07a2e,electoral
6b6ce58,other
ccc30f4,driverless
ae5a636,electoral
8b44b6b,seagoing
022a010,facial_emotion
bc9b957,seagoing
4371191,car_usage
e66bb5f,car_usage
7775977,other
7941894,facial_emotion
b7e7560,facial_emotion
a996a9e,car_usage
bb60c4e,mars_face
b030b4d,venus
aee6bc7,facial_emotion
fc9f684,mars_face
cabd0a3,driverless
6cf845a,venus
4469cc3,electoral
e16a336,driverless
769ffb8,driverless
f056e69,electoral
ca20238,venus
4b5df1d,facial_emotion
fab848b,facial_emotion
cd0d634,electoral
f5235b2,facial_emotion
2606118,car_usage
1d80630,driverless
9be2d6d,car_usage
46df9c0,mars_face
f50c46d,facial_emotion
309de20,venus
e3f6385,driverless
e2b69b6,seagoing
78bcc7f,facial_emotion
0a45f5b,driverless
953646a,electoral
85e497c,mars_face
308be53,facial_emotion
f477918,venus
0c47509,mars_face
c47258b,venus
21077ac,facial_emotion
949dfa3,facial_emotion
b808907,facial_emotion
db8b63b,mars_face
57f4bb0,venus
e4d23d9,facial_emotion
c3aa83f,driverless
e458750,mars_face
f788113,electoral
03448b6,venus
bf0ec0f,driverless
c6c4cc1,venus
2107730,mars_face
4eb8fa4,seagoing
610be98,electoral
9fdc1d4,driverless
4fa7dae,mars_face
cddb65e,facial_emotion
96b41cb,facial_emotion
6c49de7,facial_emotion
99fcac2,driverless
4fda769,driverless
87d747c,facial_emotion
7012c1c,facial_emotion
09e6583,facial_emotion
0f2455f,mars_face
d1cc50d,driverless
5007bb4,driverless
644a7fc,mars_face
3d2d66c,seagoing
fb868be,mars_face
2529033,seagoing
59b98b0,facial_emotion
3ca552e,driverless
1b07598,car_usage
c74f1c4,driverless
2079bbf,venus
f0719a6,venus
c2b3c97,seagoing
41e75d6,electoral
b9a4531,electoral
671da5e,car_usage
7696be8,driverless
d7a9add,electoral
3cc2f1c,venus
b849cb9,car_usage
a99a129,seagoing
ef04c29,driverless
a621e0c,other
c603bae,seagoing
799ccdb,car_usage
df36957,mars_face
6ac9dc2,facial_emotion
c4740ce,venus
07a82b9,car_usage
2af05b5,electoral
5c0836b,venus
82ff9ec,driverless
a1e5e62,driverless
7ec98f8,venus
e2926f9,driverless
6c6ca59,facial_emotion
7c74a71,venus
7c5291b,venus
625e070,driverless
2eee3a4,electoral
974bdc5,driverless
4b34809,electoral
b4d6682,facial_emotion
78b0217,mars_face
1c37396,car_usage
735c862,electoral
ede5e1e,facial_emotion
a10dd12,electoral
de1b341,electoral
5508737,facial_emotion
641a744,venus
499a9c1,facial_emotion
1e34c9d,driverless
c53fb5e,other
d9311a7,venus
a7f913e,driverless
3fb3a4e,electoral
3981208,driverless
7768a3c,seagoing
c7b9371,electoral
fa3f71a,facial_emotion
24ef783,facial_emotion
d9d5eaf,seagoing
33bf80b,facial_emotion
175da5d,facial_emotion
fabb833,venus
58e7768,electoral
f8a31fb,driverless
a3968b1,electoral
1a0ee90,driverless
c18eed9,other
7bbd917,venus
5bf57f0,driverless
69dbdef,electoral
d2fcaa1,facial_emotion
b841181,driverless
b97afcc,venus
4d49830,venus
1655699,other
2d1ecbe,driverless
db5f317,driverless
878982d,car_usage
3b32089,facial_emotion
2720d23,driverless
a47b308,facial_emotion
888121b,electoral
674351e,mars_face
c341a23,facial_emotion
60c16c2,seagoing
64505c8,facial_emotion
cf1bac9,mars_face
16aed11,venus
bf7245a,seagoing
a73365c,mars_face
9419fd7,mars_face
b0b21a6,seagoing
7015381,electoral
c5bb976,venus
638d207,seagoing
02d0224,seagoing
8891aa7,car_usage
edb1502,car_usage
85efa6e,seagoing
e164fba,electoral
ffae2b1,facial_emotion
0d70f3a,venus
2cb68c3,facial_emotion
e7e7ec1,car_usage
9809cd9,electoral
e7457b9,car_usage
91808c5,seagoing
d3913f7,driverless
74e1e4e,venus
79bdc9f,venus
8500192,driverless
96242ba,venus
08a4c92,seagoing
de18382,car_usage
f24f8e2,venus
7b6ab51,facial_emotion
14e0d1b,facial_emotion
6100b66,driverless
ae25a55,venus
cd279d1,venus
b5b01ce,venus
c7cbcd3,electoral
c0311d6,car_usage
0aaf5f1,venus
f6932e7,mars_face
a774f6a,car_usage
3ac8feb,other
8db7911,driverless
57d380e,venus
e98f570,driverless
13c085e,driverless
a5a575c,other
ffb588d,seagoing
944ba37,car_usage
97e89ad,mars_face
7d58797,venus
a5cc40d,facial_emotion
b87b1d8,driverless
d088b14,seagoing
105d8a4,venus
98e40a0,electoral
24fd1fd,seagoing
069945c,other
2aca278,driverless
9f7b7bc,mars_face
c4339b8,mars_face
2c5940a,facial_emotion
2f05f6d,seagoing
15c5d00,facial_emotion
594a437,venus
cb9d205,electoral
ec43b08,car_usage
22ba497,mars_face
825c04c,seagoing
13fd809,facial_emotion
7d129d6,venus
22064db,venus
c8ac4d3,facial_emotion
111b844,other
3952208,electoral
64e1918,venus
c10db9d,venus
5112af1,car_usage
8078df5,seagoing
36e6143,other
8dcd813,car_usage
b240bfc,car_usage
410ef58,mars_face
9b719d1,facial_emotion
52de683,venus
5112f8c,other
dba96f3,mars_face
3a57893,electoral
73cc4ce,venus
98241b3,venus
7fd4f07,venus
c893eb9,other
71e3905,seagoing
9ebbf14,venus
6caf0ab,facial_emotion
3ce3447,driverless
079a340,seagoing
4925668,other
bbd325d,mars_face
3d15bdf,facial_emotion
e4ab2f4,driverless
5acc7e6,other
43f253b,electoral
0237cbd,other
8be1cc9,seagoing
3e9f3ea,driverless
6b9b211,venus
c99572e,car_usage
bcec5a8,car_usage
17e1148,seagoing
a645a4b,car_usage
2a2f394,venus
24e9709,electoral
3ca4cae,electoral
d092163,car_usage
9db3108,venus
3b53486,facial_emotion
c614342,driverless
e7ee5ef,facial_emotion
5897e71,mars_face
7cd97af,venus
6c73400,facial_emotion
8c83d4f,facial_emotion
9f60771,car_usage
6c27a82,mars_face
718ee5b,seagoing
6dfe424,driverless
adfe724,driverless
5d14dde,venus
dfb34d0,seagoing
bd2797b,other
9f32820,seagoing
8336c95,car_usage
1469a70,driverless
7ef2fa6,venus
6f7ae5d,driverless
dddade0,seagoing
3010bb8,venus
c17cade,seagoing
081db56,facial_emotion
a1f2412,venus
08b1777,driverless
4eaf0a7,mars_face
b47efae,facial_emotion
3ba1dd3,driverless
2a26e9d,facial_emotion
4e9bf56,driverless
370d1af,other
7f17066,electoral
87bfbd7,mars_face
c1957cd,car_usage
a7f3634,car_usage
62e810c,other
f3fd856,facial_emotion
8a66f36,driverless
f63046e,other
9f1e1e7,venus
d8b1f47,mars_face
bd50f73,venus
bd040e5,venus
24b3411,car_usage
3b69214,other
1ca3291,venus
c77359d,facial_emotion
9128156,facial_emotion
856fe6e,electoral
95ee072,facial_emotion
1b3fba8,electoral
afbbbf8,facial_emotion
862c8a6,mars_face
456dad6,venus
1409186,electoral
2837087,electoral
fc3c94c,mars_face
a09fa5a,other
a1f25ca,mars_face
e688d2f,venus
ad9b8f0,seagoing
41e1988,car_usage
5931bf7,seagoing
b20bfad,driverless
90c9963,venus
98cf427,seagoing
6e59238,electoral
7152619,facial_emotion
dc77ef3,electoral
2dd0e30,venus
79c8844,driverless
3c0e026,other
470f64e,facial_emotion
803954d,car_usage
bc4b400,other
3b0bbb9,driverless
7faa7c0,car_usage
c7423a9,seagoing
16ed2eb,other
60852b4,facial_emotion
1c24c26,facial_emotion
ef20989,seagoing
bff3d0f,electoral
2ab58a5,electoral
455f8b8,other
9a08fed,seagoing
45a85a3,electoral
edd86e6,driverless
c8ecd5a,seagoing
571a8fb,car_usage
671b52e,car_usage
76ef15f,driverless
e8735f4,venus
5c66671,electoral
1032c21,mars_face
a556f77,mars_face
d3ec13a,facial_emotion
e054a42,driverless
3de3d97,venus
6504c56,mars_face
99d6eba,venus
51d1c42,facial_emotion
f02ce6a,facial_emotion
dbe4221,driverless
a529ecd,car_usage
1cbe327,car_usage
82f301b,electoral
29cf025,facial_emotion
7e0f98e,venus
51ddd6c,venus
71eaf6e,driverless
70348bd,electoral
a1138fe,facial_emotion
1f98766,seagoing
efd13c3,venus
1e14a01,driverless
b45fd50,other
b1cdbe9,other
f6173a5,seagoing
8bd04fe,venus
29c499d,facial_emotion
518142b,driverless
46369ce,venus
f46f588,venus
565993b,venus
e4a792f,facial_emotion
c09b50a,facial_emotion
b63917d,seagoing
e5e3801,electoral
5b8ecef,facial_emotion
e49f6c5,venus
c0dd69e,venus
6ad8ce5,venus
cb02c27,electoral
54922dc,driverless
d05321d,venus
fcf5ee8,seagoing
89c749c,electoral
f15b774,driverless
af97c77,facial_emotion
1750767,electoral
eb351dc,facial_emotion
bdde981,venus
b7a4bed,driverless
5c740dd,electoral
cb066eb,electoral
00ccc2d,venus
a3ab1a5,venus
d6b3e06,facial_emotion
dc81c67,mars_face
a5f215c,electoral
68dab53,mars_face
23649bd,driverless
7efc5dd,driverless
9224bf3,electoral
3d13edb,facial_emotion
6c9d025,electoral
0dc777f,venus
bde4c47,seagoing
0759934,driverless
04f47a5,venus
fd553c7,venus
ad0e063,facial_emotion
8745830,venus
19d3181,car_usage
6e1d6c1,driverless
8c97f35,venus
8ccc143,facial_emotion
71af4b4,driverless
5de8d76,other
3fbe68d,facial_emotion
4a18904,facial_emotion
5801bab,seagoing
84025bf,venus
8bf172b,driverless
f593565,electoral
f4a239c,seagoing
d3321fb,electoral
a735609,other
4c92a42,venus
f5302c6,electoral
ffa6b95,electoral
7bcbced,other
a7cb084,driverless
d66421a,seagoing
1ea12d7,facial_emotion
d107e54,electoral
78c496d,mars_face
112f03f,venus
2cf48ad,car_usage
2741513,facial_emotion
e2b1708,driverless
8bb7ea1,mars_face
57998bc,electoral
58a9eed,venus
270e38d,car_usage
2437079,facial_emotion
92ad3f6,car_usage
fc4d2cb,electoral
f24ba32,other
9706cf0,seagoing
e42224c,mars_face
9fbda7e,driverless
e5e911d,venus
d43da53,seagoing
9f3a294,facial_emotion
9932ed8,electoral
5e5287c,other
19d6dc5,venus
bb9da31,facial_emotion
72ac8f5,venus
481b61e,driverless
5303733,mars_face
96cde53,mars_face
75398bc,facial_emotion
9f8335a,seagoing
d4c6797,driverless
7d9fdd6,driverless
7af9f3a,facial_emotion
e73e482,driverless
f993e2f,facial_emotion
ada100d,electoral
2bb8a01,mars_face
df14366,car_usage
b93974a,mars_face
921f0da,electoral
c428258,venus
c4048b8,venus
e5a3667,driverless
3ab7697,facial_emotion
2b87338,electoral
21b32eb,mars_face
2e128b5,driverless
b7bc4eb,facial_emotion
95b808c,facial_emotion
5400dbe,facial_emotion
937992f,venus
7e9eb24,facial_emotion
6826aa8,venus
dc36026,venus
c20f48f,mars_face
997f730,driverless
3a611ed,mars_face
c623b02,other
ff98dbe,driverless
f124a38,seagoing
3f4c511,mars_face
1abc249,facial_emotion
d726fca,driverless
1bfcf1f,facial_emotion
3f8b27a,facial_emotion
58d709b,venus
9bce452,driverless
f0004f5,driverless
e0ec319,facial_emotion
295f8ea,other
a4711ba,electoral
0a45f39,venus
775ec96,seagoing
f22047d,seagoing
0f2299f,facial_emotion
58f273c,seagoing
f26bf7b,other
043d7ad,facial_emotion
8c77043,driverless
9c1a3b2,other
799b4e8,venus
83fb177,other
2a3cc3b,venus
a004e6d,driverless
b5a6e5f,car_usage
2b1618c,driverless
369bc0b,other
940e8d0,venus
63899c4,seagoing
a1474d7,venus
613006a,venus
c36a91a,seagoing
02ab5d2,driverless
4143c54,other
1226107,driverless
9867a99,electoral
4d5baca,venus
a9535dd,car_usage
e27d0c4,car_usage
c61cc1b,driverless
710b137,seagoing
a0f8530,venus
fec54e7,driverless
34229a5,mars_face
1bac87b,driverless
be0bf59,facial_emotion
3f7da0e,mars_face
7f06e27,car_usage
95a71d2,car_usage
4bda0ce,car_usage
60d3f68,car_usage
0307ec7,electoral
ca298de,facial_emotion
761fbe9,venus
9366611,driverless
185b9d3,mars_face
016010c,driverless
dff0c49,venus
2f242b8,driverless
fe0199f,facial_emotion
3a31b70,seagoing
27118ce,driverless
065c240,venus
e58d29b,car_usage
6c7537f,facial_emotion
41ec8bc,venus
b3912ed,seagoing
0e9b816,venus
a1b514a,electoral
b978e8f,venus
fee87e7,venus
2f3bda4,facial_emotion
dc91256,venus
e57f0b9,venus
fcc8652,seagoing
e253356,driverless
cdae844,venus
8515e83,car_usage
8186437,seagoing
